InvoiceID,VendorID,VendorName,Country,VendorCurrency,InvoiceDate,DueDate,PaymentDate,InvoiceAmount,InvoiceCurrency,Status,PaymentID,ActualPaymentDate,PaymentAmount,PaymentCurrency,DaysToPay,IsOverdue,OutstandingAmount
1192,20,MetroCatering Supplies,UK,GBP,2024-01-08,2024-01-22,2024-01-21,720.0,GBP,Paid,P124,2024-01-21,720.0,GBP,13.0,0,0
1193,1,CleanPro Services,UK,GBP,2024-01-10,2024-02-09,2024-02-13,285.0,GBP,Paid Late,P125,2024-02-13,285.0,GBP,34.0,0,0
1194,3,TechFix IT Support,UK,GBP,2024-01-12,2024-02-11,,990.0,GBP,Unpaid,,,,,,1,990.0
1195,2,FreshFoods Wholesale,UK,GBP,2024-01-14,2024-01-28,2024-01-27,1850.0,GBP,Paid,P126,2024-01-27,1850.0,GBP,13.0,0,0
1200,5,EuroLogistics Transport,DE,EUR,2024-01-16,2024-02-15,2024-02-23,1580.0,EUR,Paid Late,P127,2024-02-23,1580.0,EUR,38.0,0,0
1201,7,SecureGuard Maintenance,UK,GBP,2024-01-18,2024-03-18,,5120.0,GBP,Unpaid,,,,,,1,5120.0
1202,4,OfficeHub Supplies,UK,GBP,2024-01-20,2024-03-04,2024-03-07,435.0,GBP,Paid Late,P128,2024-03-07,435.0,GBP,47.0,0,0
1203,6,LinenPro Solutions,UK,GBP,2024-01-22,2024-02-21,2024-02-20,625.0,GBP,Paid,P129,2024-02-20,625.0,GBP,29.0,0,0
1204,8,GreenLeaf Waste Management,UK,GBP,2024-01-24,2024-02-23,,1000.0,GBP,Overdue,,,,,,1,1000.0
1205,10,BlueWave Marketing,UK,GBP,2024-01-26,2024-02-25,2024-02-29,1780.0,GBP,Paid Late,P130,2024-02-29,1780.0,GBP,34.0,0,0
1206,11,PrimeBeverage Distribution,UK,GBP,2024-01-28,2024-02-11,2024-02-10,560.0,GBP,Paid,P131,2024-02-10,560.0,GBP,13.0,0,0
1207,12,NorthStar Consulting,UK,GBP,2024-01-30,2024-02-29,,2920.0,GBP,Unpaid,,,,,,1,2920.0
1208,14,EuroFresh Produce,NL,EUR,2024-02-01,2024-02-15,2024-02-22,1180.0,EUR,Paid Late,P132,2024-02-22,1180.0,EUR,21.0,0,0
1209,15,FixRight Electrical,UK,GBP,2024-02-03,2024-03-04,2024-03-03,255.0,GBP,Paid,P133,2024-03-03,255.0,GBP,29.0,0,0
1210,16,PrintWorks Media,UK,GBP,2024-02-05,2024-03-06,,510.0,GBP,Unpaid,,,,,,1,510.0
1211,17,SafeRoute Transport,UK,GBP,2024-02-07,2024-03-08,2024-03-12,1580.0,GBP,Paid Late,P134,2024-03-12,1580.0,GBP,34.0,0,0
1212,18,UltraClean Hygiene,UK,GBP,2024-02-09,2024-03-10,2024-03-09,420.0,GBP,Paid,P135,2024-03-09,420.0,GBP,29.0,0,0
1213,19,DataCore Cloud Services,UK,GBP,2024-02-11,2024-03-12,,900.0,GBP,Unpaid,,,,,,1,900.0
1214,20,MetroCatering Supplies,UK,GBP,2024-02-13,2024-02-27,2024-02-26,740.0,GBP,Paid,P136,2024-02-26,740.0,GBP,13.0,0,0
1215,1,CleanPro Services,UK,GBP,2024-02-15,2024-03-16,2024-03-20,295.0,GBP,Paid Late,P137,2024-03-20,295.0,GBP,34.0,0,0
1216,3,TechFix IT Support,UK,GBP,2024-02-17,2024-03-18,,1020.0,GBP,Unpaid,,,,,,1,1020.0
1217,2,FreshFoods Wholesale,UK,GBP,2024-02-19,2024-03-04,2024-03-03,1880.0,GBP,Paid,P138,2024-03-03,1880.0,GBP,13.0,0,0
1218,5,EuroLogistics Transport,DE,EUR,2024-02-21,2024-03-22,2024-03-30,1620.0,EUR,Paid Late,P139,2024-03-30,1620.0,EUR,38.0,0,0
1219,7,SecureGuard Maintenance,UK,GBP,2024-02-23,2024-04-23,,5280.0,GBP,Unpaid,,,,,,1,5280.0
1220,4,OfficeHub Supplies,UK,GBP,2024-02-25,2024-04-10,2024-04-13,450.0,GBP,Paid Late,P140,2024-04-13,450.0,GBP,48.0,0,0
1221,6,LinenPro Solutions,UK,GBP,2024-02-27,2024-03-28,2024-03-27,640.0,GBP,Paid,P141,2024-03-27,640.0,GBP,29.0,0,0
1222,8,GreenLeaf Waste Management,UK,GBP,2024-02-29,2024-03-30,,1020.0,GBP,Overdue,,,,,,1,1020.0
1223,10,BlueWave Marketing,UK,GBP,2024-03-02,2024-04-01,2024-04-05,1820.0,GBP,Paid Late,P142,2024-04-05,1820.0,GBP,34.0,0,0
1224,11,PrimeBeverage Distribution,UK,GBP,2024-03-04,2024-03-18,2024-03-17,580.0,GBP,Paid,P143,2024-03-17,580.0,GBP,13.0,0,0
1225,12,NorthStar Consulting,UK,GBP,2024-03-06,2024-04-05,,3000.0,GBP,Unpaid,,,,,,1,3000.0
1226,14,EuroFresh Produce,NL,EUR,2024-03-08,2024-03-22,2024-03-29,1220.0,EUR,Paid Late,P144,2024-03-29,1220.0,EUR,21.0,0,0
1227,15,FixRight Electrical,UK,GBP,2024-03-10,2024-04-09,2024-04-08,265.0,GBP,Paid,P145,2024-04-08,265.0,GBP,29.0,0,0
1228,16,PrintWorks Media,UK,GBP,2024-03-12,2024-04-11,,530.0,GBP,Unpaid,,,,,,1,530.0
1229,17,SafeRoute Transport,UK,GBP,2024-03-14,2024-04-13,2024-04-17,1620.0,GBP,Paid Late,P146,2024-04-17,1620.0,GBP,34.0,0,0
1230,18,UltraClean Hygiene,UK,GBP,2024-03-16,2024-04-15,2024-04-14,435.0,GBP,Paid,P147,2024-04-14,435.0,GBP,29.0,0,0
1231,19,DataCore Cloud Services,UK,GBP,2024-03-18,2024-04-17,,920.0,GBP,Unpaid,,,,,,1,920.0
1232,20,MetroCatering Supplies,UK,GBP,2024-03-20,2024-04-03,2024-04-02,760.0,GBP,Paid,P148,2024-04-02,760.0,GBP,13.0,0,0
1233,1,CleanPro Services,UK,GBP,2024-03-22,2024-04-21,2024-04-25,305.0,GBP,Paid Late,P149,2024-04-25,305.0,GBP,34.0,0,0
1234,3,TechFix IT Support,UK,GBP,2024-03-24,2024-04-23,,1050.0,GBP,Unpaid,,,,,,1,1050.0
1235,2,FreshFoods Wholesale,UK,GBP,2024-03-26,2024-04-09,2024-04-08,1920.0,GBP,Paid,P150,2024-04-08,1920.0,GBP,13.0,0,0
1236,5,EuroLogistics Transport,DE,EUR,2024-03-28,2024-04-27,2024-05-05,1680.0,EUR,Paid Late,P151,2024-05-05,1680.0,EUR,38.0,0,0
1237,7,SecureGuard Maintenance,UK,GBP,2024-03-30,2024-05-29,,5450.0,GBP,Unpaid,P152,,5450.0,GBP,,1,5450.0
1238,4,OfficeHub Supplies,UK,GBP,2024-04-01,2024-05-16,2024-05-19,470.0,GBP,Paid Late,P153,2024-05-19,470.0,GBP,48.0,0,0
1239,6,LinenPro Solutions,UK,GBP,2024-04-03,2024-05-03,2024-05-02,660.0,GBP,Paid,P154,2024-05-02,660.0,GBP,29.0,0,0
1240,8,GreenLeaf Waste Management,UK,GBP,2024-04-05,2024-05-05,,1040.0,GBP,Overdue,,,,,,1,1040.0
1241,10,BlueWave Marketing,UK,GBP,2024-04-07,2024-05-07,2024-05-11,1880.0,GBP,Paid Late,P155,2024-05-11,1880.0,GBP,34.0,0,0
1242,11,PrimeBeverage Distribution,UK,GBP,2024-04-09,2024-04-23,2024-04-22,600.0,GBP,Paid,P156,2024-04-22,600.0,GBP,13.0,0,0
1243,12,NorthStar Consulting,UK,GBP,2024-04-11,2024-05-11,,3080.0,GBP,Unpaid,,,,,,1,3080.0
1244,14,EuroFresh Produce,NL,EUR,2024-04-13,2024-04-27,2024-05-04,1250.0,EUR,Paid Late,P157,2024-05-04,1250.0,EUR,21.0,0,0
1245,15,FixRight Electrical,UK,GBP,2024-04-15,2024-05-15,2024-05-14,275.0,GBP,Paid,P158,2024-05-14,275.0,GBP,29.0,0,0
1246,16,PrintWorks Media,UK,GBP,2024-04-17,2024-05-17,,550.0,GBP,Unpaid,,,,,,1,550.0
1247,17,SafeRoute Transport,UK,GBP,2024-04-19,2024-05-19,2024-05-23,1680.0,GBP,Paid Late,P159,2024-05-23,1680.0,GBP,34.0,0,0
1248,18,UltraClean Hygiene,UK,GBP,2024-04-21,2024-05-21,2024-05-20,450.0,GBP,Paid,P160,2024-05-20,450.0,GBP,29.0,0,0
1249,19,DataCore Cloud Services,UK,GBP,2024-04-23,2024-05-23,,940.0,GBP,Unpaid,,,,,,1,940.0
1250,20,MetroCatering Supplies,UK,GBP,2024-04-25,2024-05-09,2024-05-08,780.0,GBP,Paid,P161,2024-05-08,780.0,GBP,13.0,0,0
1251,1,CleanPro Services,UK,GBP,2024-04-27,2024-05-27,2024-05-31,315.0,GBP,Paid Late,P162,2024-05-31,315.0,GBP,34.0,0,0
1252,3,TechFix IT Support,UK,GBP,2024-04-29,2024-05-29,,1080.0,GBP,Unpaid,,,,,,1,1080.0
1253,2,FreshFoods Wholesale,UK,GBP,2024-05-01,2024-05-15,2024-05-14,1950.0,GBP,Paid,P163,2024-05-14,1950.0,GBP,13.0,0,0
1254,5,EuroLogistics Transport,DE,EUR,2024-05-03,2024-06-02,2024-06-10,1720.0,EUR,Paid Late,P164,2024-06-10,1720.0,EUR,38.0,0,0
1255,7,SecureGuard Maintenance,UK,GBP,2024-05-05,2024-07-04,,5600.0,GBP,Unpaid,,,,,,1,5600.0
1256,4,OfficeHub Supplies,UK,GBP,2024-05-07,2024-06-21,2024-06-24,490.0,GBP,Paid Late,P165,2024-06-24,490.0,GBP,48.0,0,0
1257,6,LinenPro Solutions,UK,GBP,2024-05-09,2024-06-08,2024-06-07,680.0,GBP,Paid,P166,2024-06-07,680.0,GBP,29.0,0,0
1258,8,GreenLeaf Waste Management,UK,GBP,2024-05-11,2024-06-10,,1060.0,GBP,Overdue,,,,,,1,1060.0
1259,10,BlueWave Marketing,UK,GBP,2024-05-13,2024-06-12,2024-06-16,1920.0,GBP,Paid Late,P167,2024-06-16,1920.0,GBP,34.0,0,0
1260,11,PrimeBeverage Distribution,UK,GBP,2024-05-15,2024-05-29,2024-05-28,620.0,GBP,Paid,P168,2024-05-28,620.0,GBP,13.0,0,0
1261,12,NorthStar Consulting,UK,GBP,2024-05-17,2024-06-16,,3150.0,GBP,Unpaid,,,,,,1,3150.0
1262,14,EuroFresh Produce,NL,EUR,2024-05-19,2024-06-02,2024-06-09,1280.0,EUR,Paid Late,P169,2024-06-09,1280.0,EUR,21.0,0,0
1263,15,FixRight Electrical,UK,GBP,2024-05-21,2024-06-20,2024-06-19,285.0,GBP,Paid,P170,2024-06-19,285.0,GBP,29.0,0,0
1264,16,PrintWorks Media,UK,GBP,2024-05-23,2024-06-22,,580.0,GBP,Unpaid,,,,,,1,580.0
1265,17,SafeRoute Transport,UK,GBP,2024-05-25,2024-06-24,2024-06-28,1720.0,GBP,Paid Late,P171,2024-06-28,1720.0,GBP,34.0,0,0
1266,18,UltraClean Hygiene,UK,GBP,2024-05-27,2024-06-26,2024-06-25,470.0,GBP,Paid,P172,2024-06-25,470.0,GBP,29.0,0,0
1267,19,DataCore Cloud Services,UK,GBP,2024-05-29,2024-06-28,,960.0,GBP,Unpaid,,,,,,1,960.0
1268,20,MetroCatering Supplies,UK,GBP,2024-05-31,2024-06-14,2024-06-13,800.0,GBP,Paid,P173,2024-06-13,800.0,GBP,13.0,0,0
1269,1,CleanPro Services,UK,GBP,2024-06-02,2024-07-02,2024-07-06,325.0,GBP,Paid Late,P174,2024-07-06,325.0,GBP,34.0,0,0
1270,3,TechFix IT Support,UK,GBP,2024-06-04,2024-07-04,,1120.0,GBP,Unpaid,,,,,,1,1120.0
1271,2,FreshFoods Wholesale,UK,GBP,2024-06-06,2024-06-20,2024-06-19,1980.0,GBP,Paid,P175,2024-06-19,1980.0,GBP,13.0,0,0
1272,5,EuroLogistics Transport,DE,EUR,2024-06-08,2024-07-08,2024-07-16,1780.0,EUR,Paid Late,P176,2024-07-16,1780.0,EUR,38.0,0,0
1273,7,SecureGuard Maintenance,UK,GBP,2024-06-10,2024-08-09,,5750.0,GBP,Unpaid,,,,,,1,5750.0
1274,4,OfficeHub Supplies,UK,GBP,2024-06-12,2024-07-27,2024-07-30,510.0,GBP,Paid Late,P177,2024-07-30,510.0,GBP,48.0,0,0
1275,6,LinenPro Solutions,UK,GBP,2024-06-14,2024-07-14,2024-07-13,700.0,GBP,Paid,P178,2024-07-13,700.0,GBP,29.0,0,0
1276,8,GreenLeaf Waste Management,UK,GBP,2024-06-16,2024-07-16,,1080.0,GBP,Overdue,,,,,,1,1080.0
1277,10,BlueWave Marketing,UK,GBP,2024-06-18,2024-07-18,2024-07-22,1980.0,GBP,Paid Late,P179,2024-07-22,1980.0,GBP,34.0,0,0
1278,11,PrimeBeverage Distribution,UK,GBP,2024-06-20,2024-07-04,2024-07-03,640.0,GBP,Paid,P180,2024-07-03,640.0,GBP,13.0,0,0
1279,12,NorthStar Consulting,UK,GBP,2024-06-22,2024-07-22,,3220.0,GBP,Unpaid,,,,,,1,3220.0
1280,14,EuroFresh Produce,NL,EUR,2024-06-24,2024-07-08,2024-07-15,1320.0,EUR,Paid Late,P181,2024-07-15,1320.0,EUR,21.0,0,0
1281,15,FixRight Electrical,UK,GBP,2024-06-26,2024-07-26,2024-07-25,295.0,GBP,Paid,P182,2024-07-25,295.0,GBP,29.0,0,0
1282,16,PrintWorks Media,UK,GBP,2024-06-28,2024-07-28,,600.0,GBP,Unpaid,,,,,,1,600.0
1283,17,SafeRoute Transport,UK,GBP,2024-06-30,2024-07-30,2024-08-03,1780.0,GBP,Paid Late,P183,2024-08-03,1780.0,GBP,34.0,0,0
1284,18,UltraClean Hygiene,UK,GBP,2024-07-02,2024-08-01,2024-07-31,490.0,GBP,Paid,P184,2024-07-31,490.0,GBP,29.0,0,0
1285,19,DataCore Cloud Services,UK,GBP,2024-07-04,2024-08-03,,980.0,GBP,Unpaid,,,,,,1,980.0
1286,20,MetroCatering Supplies,UK,GBP,2024-07-06,2024-07-20,2024-07-19,820.0,GBP,Paid,P185,2024-07-19,820.0,GBP,13.0,0,0
1287,1,CleanPro Services,UK,GBP,2024-07-08,2024-08-07,2024-08-11,335.0,GBP,Paid Late,P186,2024-08-11,335.0,GBP,34.0,0,0
1288,3,TechFix IT Support,UK,GBP,2024-07-10,2024-08-09,,1150.0,GBP,Unpaid,,,,,,1,1150.0
1289,2,FreshFoods Wholesale,UK,GBP,2024-07-12,2024-07-26,2024-07-25,2020.0,GBP,Paid,P187,2024-07-25,2020.0,GBP,13.0,0,0
1290,5,EuroLogistics Transport,DE,EUR,2024-07-14,2024-08-13,2024-08-21,1820.0,EUR,Paid Late,P188,2024-08-21,1820.0,EUR,38.0,0,0
1291,7,SecureGuard Maintenance,UK,GBP,2024-07-16,2024-09-14,,5900.0,GBP,Unpaid,,,,,,1,5900.0
1292,4,OfficeHub Supplies,UK,GBP,2024-07-18,2024-09-01,2024-09-04,530.0,GBP,Paid Late,P189,2024-09-04,530.0,GBP,48.0,0,0
1293,6,LinenPro Solutions,UK,GBP,2024-07-20,2024-08-19,2024-08-18,720.0,GBP,Paid,P190,2024-08-18,720.0,GBP,29.0,0,0
1294,8,GreenLeaf Waste Management,UK,GBP,2024-07-22,2024-08-21,,1100.0,GBP,Overdue,,,,,,1,1100.0
1295,10,BlueWave Marketing,UK,GBP,2024-07-24,2024-08-23,2024-08-27,2020.0,GBP,Paid Late,P191,2024-08-27,2020.0,GBP,34.0,0,0
1296,11,PrimeBeverage Distribution,UK,GBP,2024-07-26,2024-08-09,2024-08-08,660.0,GBP,Paid,P192,2024-08-08,660.0,GBP,13.0,0,0
1297,12,NorthStar Consulting,UK,GBP,2024-07-28,2024-08-27,,3300.0,GBP,Unpaid,,,,,,1,3300.0
1298,14,EuroFresh Produce,NL,EUR,2024-07-30,2024-08-13,2024-08-20,1350.0,EUR,Paid Late,P193,2024-08-20,1350.0,EUR,21.0,0,0
1299,15,FixRight Electrical,UK,GBP,2024-08-01,2024-08-31,2024-08-30,305.0,GBP,Paid,P194,2024-08-30,305.0,GBP,29.0,0,0
1300,16,PrintWorks Media,UK,GBP,2024-08-03,2024-09-02,,620.0,GBP,Unpaid,,,,,,1,620.0
1301,17,SafeRoute Transport,UK,GBP,2024-08-05,2024-09-04,2024-09-08,1820.0,GBP,Paid Late,P195,2024-09-08,1820.0,GBP,34.0,0,0
1302,18,UltraClean Hygiene,UK,GBP,2024-08-07,2024-09-06,2024-09-05,510.0,GBP,Paid,P196,2024-09-05,510.0,GBP,29.0,0,0
1303,19,DataCore Cloud Services,UK,GBP,2024-08-09,2024-09-08,,1000.0,GBP,Unpaid,,,,,,1,1000.0
1304,20,MetroCatering Supplies,UK,GBP,2024-08-11,2024-08-25,2024-08-24,840.0,GBP,Paid,P197,2024-08-24,840.0,GBP,13.0,0,0
1305,1,CleanPro Services,UK,GBP,2024-08-13,2024-09-12,2024-09-16,345.0,GBP,Paid Late,P198,2024-09-16,345.0,GBP,34.0,0,0
1306,3,TechFix IT Support,UK,GBP,2024-08-15,2024-09-14,,1180.0,GBP,Unpaid,,,,,,1,1180.0
1307,2,FreshFoods Wholesale,UK,GBP,2024-08-17,2024-08-31,2024-08-30,2050.0,GBP,Paid,P199,2024-08-30,2050.0,GBP,13.0,0,0
1308,5,EuroLogistics Transport,DE,EUR,2024-08-19,2024-09-18,2024-09-26,1880.0,EUR,Paid Late,P200,2024-09-26,1880.0,EUR,38.0,0,0
1309,7,SecureGuard Maintenance,UK,GBP,2024-08-21,2024-10-20,,6050.0,GBP,Unpaid,P201,,6050.0,GBP,,1,6050.0
1310,4,OfficeHub Supplies,UK,GBP,2024-08-23,2024-10-07,2024-10-10,550.0,GBP,Paid Late,P202,2024-10-10,550.0,GBP,48.0,0,0
1311,6,LinenPro Solutions,UK,GBP,2024-08-25,2024-09-24,2024-09-23,740.0,GBP,Paid,P203,2024-09-23,740.0,GBP,29.0,0,0
1312,8,GreenLeaf Waste Management,UK,GBP,2024-08-27,2024-09-26,,1120.0,GBP,Overdue,,,,,,1,1120.0
1313,10,BlueWave Marketing,UK,GBP,2024-08-29,2024-09-28,2024-10-02,2080.0,GBP,Paid Late,P204,2024-10-02,2080.0,GBP,34.0,0,0
1314,11,PrimeBeverage Distribution,UK,GBP,2024-08-31,2024-09-14,2024-09-13,680.0,GBP,Paid,P205,2024-09-13,680.0,GBP,13.0,0,0
1315,12,NorthStar Consulting,UK,GBP,2024-09-02,2024-10-02,,3380.0,GBP,Unpaid,,,,,,1,3380.0
1316,14,EuroFresh Produce,NL,EUR,2024-09-04,2024-09-18,2024-09-25,1380.0,EUR,Paid Late,P206,2024-09-25,1380.0,EUR,21.0,0,0
1317,15,FixRight Electrical,UK,GBP,2024-09-06,2024-10-06,2024-10-05,315.0,GBP,Paid,P207,2024-10-05,315.0,GBP,29.0,0,0
1318,16,PrintWorks Media,UK,GBP,2024-09-08,2024-10-08,,640.0,GBP,Unpaid,,,,,,1,640.0
1319,17,SafeRoute Transport,UK,GBP,2024-09-10,2024-10-10,2024-10-14,1880.0,GBP,Paid Late,P208,2024-10-14,1880.0,GBP,34.0,0,0
1320,18,UltraClean Hygiene,UK,GBP,2024-09-12,2024-10-12,2024-10-11,530.0,GBP,Paid,P209,2024-10-11,530.0,GBP,29.0,0,0
1321,19,DataCore Cloud Services,UK,GBP,2024-09-14,2024-10-14,,1020.0,GBP,Unpaid,,,,,,1,1020.0
1322,20,MetroCatering Supplies,UK,GBP,2024-09-16,2024-09-30,2024-09-29,860.0,GBP,Paid,P210,2024-09-29,860.0,GBP,13.0,0,0
1323,1,CleanPro Services,UK,GBP,2024-09-18,2024-10-18,2024-10-22,355.0,GBP,Paid Late,P211,2024-10-22,355.0,GBP,34.0,0,0
1324,3,TechFix IT Support,UK,GBP,2024-09-20,2024-10-20,,1220.0,GBP,Unpaid,,,,,,1,1220.0
1325,2,FreshFoods Wholesale,UK,GBP,2024-09-22,2024-10-06,2024-10-05,2080.0,GBP,Paid,P212,2024-10-05,2080.0,GBP,13.0,0,0
1326,5,EuroLogistics Transport,DE,EUR,2024-09-24,2024-10-24,2024-11-01,1920.0,EUR,Paid Late,P213,2024-11-01,1920.0,EUR,38.0,0,0
1327,7,SecureGuard Maintenance,UK,GBP,2024-09-26,2024-11-25,,6200.0,GBP,Unpaid,,,,,,1,6200.0
1328,4,OfficeHub Supplies,UK,GBP,2024-09-28,2024-11-12,2024-11-15,570.0,GBP,Paid Late,P214,2024-11-15,570.0,GBP,48.0,0,0
1329,6,LinenPro Solutions,UK,GBP,2024-09-30,2024-10-30,2024-10-29,760.0,GBP,Paid,P215,2024-10-29,760.0,GBP,29.0,0,0
1330,8,GreenLeaf Waste Management,UK,GBP,2024-10-02,2024-11-01,,1140.0,GBP,Overdue,,,,,,1,1140.0
1331,10,BlueWave Marketing,UK,GBP,2024-10-04,2024-11-03,2024-11-07,2120.0,GBP,Paid Late,P216,2024-11-07,2120.0,GBP,34.0,0,0
1332,11,PrimeBeverage Distribution,UK,GBP,2024-10-06,2024-10-20,2024-10-19,700.0,GBP,Paid,P217,2024-10-19,700.0,GBP,13.0,0,0
1333,12,NorthStar Consulting,UK,GBP,2024-10-08,2024-11-07,,3450.0,GBP,Unpaid,,,,,,1,3450.0
1334,14,EuroFresh Produce,NL,EUR,2024-10-10,2024-10-24,2024-10-31,1420.0,EUR,Paid Late,P218,2024-10-31,1420.0,EUR,21.0,0,0
1335,15,FixRight Electrical,UK,GBP,2024-10-12,2024-11-11,2024-11-10,325.0,GBP,Paid,P219,2024-11-10,325.0,GBP,29.0,0,0
1336,16,PrintWorks Media,UK,GBP,2024-10-14,2024-11-13,,660.0,GBP,Unpaid,,,,,,1,660.0
1337,17,SafeRoute Transport,UK,GBP,2024-10-16,2024-11-15,2024-11-19,1920.0,GBP,Paid Late,P220,2024-11-19,1920.0,GBP,34.0,0,0
1338,18,UltraClean Hygiene,UK,GBP,2024-10-18,2024-11-17,2024-11-16,550.0,GBP,Paid,P221,2024-11-16,550.0,GBP,29.0,0,0
1339,19,DataCore Cloud Services,UK,GBP,2024-10-20,2024-11-19,,1060.0,GBP,Unpaid,,,,,,1,1060.0
1340,20,MetroCatering Supplies,UK,GBP,2024-10-22,2024-11-05,2024-11-04,880.0,GBP,Paid,P222,2024-11-04,880.0,GBP,13.0,0,0
1341,1,CleanPro Services,UK,GBP,2024-10-24,2024-11-23,2024-11-27,365.0,GBP,Paid Late,P223,2024-11-27,365.0,GBP,34.0,0,0
1342,3,TechFix IT Support,UK,GBP,2024-10-26,2024-11-25,,1250.0,GBP,Unpaid,,,,,,1,1250.0
1343,2,FreshFoods Wholesale,UK,GBP,2024-10-28,2024-11-11,2024-11-10,2120.0,GBP,Paid,P224,2024-11-10,2120.0,GBP,13.0,0,0
1344,5,EuroLogistics Transport,DE,EUR,2024-10-30,2024-11-29,2024-12-07,1980.0,EUR,Paid Late,P225,2024-12-07,1980.0,EUR,38.0,0,0
1345,7,SecureGuard Maintenance,UK,GBP,2024-11-01,2025-01-01,,6350.0,GBP,Unpaid,,,,,,1,6350.0
1346,4,OfficeHub Supplies,UK,GBP,2024-11-03,2024-12-18,2024-12-21,590.0,GBP,Paid Late,P226,2024-12-21,590.0,GBP,48.0,0,0
1347,6,LinenPro Solutions,UK,GBP,2024-11-05,2024-12-05,2024-12-04,780.0,GBP,Paid,P227,2024-12-04,780.0,GBP,29.0,0,0
1348,8,GreenLeaf Waste Management,UK,GBP,2024-11-07,2024-12-07,,1160.0,GBP,Overdue,,,,,,1,1160.0
1349,10,BlueWave Marketing,UK,GBP,2024-11-09,2024-12-09,2024-12-13,2180.0,GBP,Paid Late,P228,2024-12-13,2180.0,GBP,34.0,0,0
1350,11,PrimeBeverage Distribution,UK,GBP,2024-11-11,2024-11-25,2024-11-24,720.0,GBP,Paid,P229,2024-11-24,720.0,GBP,13.0,0,0
1351,12,NorthStar Consulting,UK,GBP,2024-11-13,2024-12-13,,3520.0,GBP,Unpaid,,,,,,1,3520.0
1352,14,EuroFresh Produce,NL,EUR,2024-11-15,2024-11-29,2024-12-06,1450.0,EUR,Paid Late,P230,2024-12-06,1450.0,EUR,21.0,0,0
1353,15,FixRight Electrical,UK,GBP,2024-11-17,2024-12-17,2024-12-16,335.0,GBP,Paid,P231,2024-12-16,335.0,GBP,29.0,0,0
1354,16,PrintWorks Media,UK,GBP,2024-11-19,2024-12-19,,680.0,GBP,Unpaid,,,,,,1,680.0
1355,17,SafeRoute Transport,UK,GBP,2024-11-21,2024-12-21,2024-12-25,1980.0,GBP,Paid Late,P232,2024-12-25,1980.0,GBP,34.0,0,0
1356,18,UltraClean Hygiene,UK,GBP,2024-11-23,2024-12-23,2024-12-22,570.0,GBP,Paid,P233,2024-12-22,570.0,GBP,29.0,0,0
1357,19,DataCore Cloud Services,UK,GBP,2024-11-25,2024-12-25,,1080.0,GBP,Unpaid,,,,,,1,1080.0
1358,20,MetroCatering Supplies,UK,GBP,2024-11-27,2024-12-11,2024-12-10,900.0,GBP,Paid,P234,2024-12-10,900.0,GBP,13.0,0,0
1359,1,CleanPro Services,UK,GBP,2024-11-29,2024-12-29,2024-12-31,375.0,GBP,Paid Late,P235,2024-12-31,375.0,GBP,32.0,0,0
1360,3,TechFix IT Support,UK,GBP,2024-12-01,2025-01-01,,1280.0,GBP,Unpaid,,,,,,1,1280.0
1361,2,FreshFoods Wholesale,UK,GBP,2024-12-03,2024-12-17,2024-12-16,2150.0,GBP,Paid,P236,2024-12-16,2150.0,GBP,13.0,0,0
1362,5,EuroLogistics Transport,DE,EUR,2024-12-05,2025-01-04,2025-01-12,2020.0,EUR,Paid Late,P237,2025-01-12,2020.0,EUR,38.0,0,0
1363,7,SecureGuard Maintenance,UK,GBP,2024-12-07,2025-02-05,,6500.0,GBP,Unpaid,,,,,,1,6500.0
1364,4,OfficeHub Supplies,UK,GBP,2024-12-09,2025-01-23,2025-01-26,610.0,GBP,Paid Late,P238,2025-01-26,610.0,GBP,48.0,0,0
1365,6,LinenPro Solutions,UK,GBP,2024-12-11,2025-01-10,2025-01-09,800.0,GBP,Paid,P239,2025-01-09,800.0,GBP,29.0,0,0
1366,8,GreenLeaf Waste Management,UK,GBP,2024-12-13,2025-01-12,,1180.0,GBP,Overdue,,,,,,1,1180.0
1367,10,BlueWave Marketing,UK,GBP,2024-12-15,2025-01-14,2025-01-18,2250.0,GBP,Paid Late,P240,2025-01-18,2250.0,GBP,34.0,0,0
1368,11,PrimeBeverage Distribution,UK,GBP,2024-12-17,2024-12-31,2024-12-30,740.0,GBP,Paid,P241,2024-12-30,740.0,GBP,13.0,0,0
1369,12,NorthStar Consulting,UK,GBP,2024-12-19,2025-01-18,,3600.0,GBP,Unpaid,,,,,,1,3600.0
1370,14,EuroFresh Produce,NL,EUR,2024-12-21,2025-01-04,2025-01-11,1480.0,EUR,Paid Late,P242,2025-01-11,1480.0,EUR,21.0,0,0
1371,15,FixRight Electrical,UK,GBP,2024-12-23,2025-01-22,2025-01-21,345.0,GBP,Paid,P243,2025-01-21,345.0,GBP,29.0,0,0
1372,16,PrintWorks Media,UK,GBP,2024-12-25,2025-01-24,,700.0,GBP,Unpaid,,,,,,1,700.0
1373,17,SafeRoute Transport,UK,GBP,2024-12-27,2025-01-26,2025-01-30,2020.0,GBP,Paid Late,P244,2025-01-30,2020.0,GBP,34.0,0,0
1374,18,UltraClean Hygiene,UK,GBP,2024-12-29,2025-01-28,2025-01-27,590.0,GBP,Paid,P245,2025-01-27,590.0,GBP,29.0,0,0
1375,19,DataCore Cloud Services,UK,GBP,2024-12-31,2025-01-30,,1100.0,GBP,Unpaid,,,,,,1,1100.0
